year,opening_cash,opening_financial_debt,opening_revolver,opening_lease_liability,entry_enterprise_value,transaction_fees,purchase_price,total_uses,debt_sources,cash_sources,opening_cash_use,total_sources,sponsor_equity,revenue,ebitda,da,ebit,negative_ebitda_flag,operating_cash_generation,cash_before_financing,cash_taxes,capex,working_capital,delta_working_capital,cash_interest,lease_interest_cash_payment,lease_interest,lease_principal_cash_payment,lease_additions,scheduled_debt_amortisation,actual_mandatory_amortisation,unpaid_amortisation,payment_default_flag,cash_after_mandatory_amortisation,revolver_draw_for_amortisation,revolver_draw_for_liquidity,revolver_draw,revolver_repayment,cash_sweep,funding_deficit,insolvency_flag,cash_after_financing,debt_balance,revolver_balance,lease_liability,cash,ending_cash,exit_enterprise_value,exit_equity,scenario_id,scenario_type,analytic_leverage,analytic_icr,simulated_leverage,simulated_icr,leverage_difference,icr_difference
2,50.433654704170706,494.56998335830133,0.0,468.5931902477226,12600.0,378.0,12600.0,13038.0,650.0,0.0,60.0,13038.0,12388.0,1733.1953838542897,406.7328607650285,51.99586151562869,354.7369992493998,False,207.82899403600794,214.00555524638435,75.40828518387889,69.32781535417159,34.663907677085795,1.063907677085794,29.674199001498078,23.42965951238613,23.42965951238613,44.25709349379429,16.31736824258844,30.0,30.0,0.0,False,184.00555524638435,0.0,0.0,0.0,0.0,130.39075899346895,0.0,False,53.6147962529154,334.1792243648324,0.0,440.65346499651673,53.6147962529154,53.6147962529154,0.0,0.0,0027,base,1.9798763866472673,9.33161807389949,1.7731979947523462,7.659196000958888,0.2066783918949211,1.672422072940602
3,53.6147962529154,334.1792243648324,0.0,440.65346499651673,12600.0,378.0,12600.0,13038.0,650.0,0.0,60.0,13038.0,12388.0,1788.0751420320348,419.6116171070219,53.642254260961046,365.96936284606085,False,223.93610551688357,235.9326239019421,80.97148403358626,71.52300568128139,35.761502840640695,1.0975951635548995,20.050753461889943,22.032673249825837,22.032673249825837,41.6182778678569,16.834040068276703,30.0,30.0,0.0,False,205.9326239019421,0.0,0.0,0.0,0.0,143.7506323911871,0.0,False,62.18199151075498,160.4285919736453,0.0,415.86922719693655,62.18199151075498,62.18199151075498,0.0,0.0,0027,base,1.518303397087539,12.432812020926926,1.2252182892465098,9.970946994917705,0.29308510784102926,2.461865026009221
4,62.18199151075498,160.4285919736453,0.0,415.86922719693655,12600.0,378.0,12600.0,13038.0,650.0,0.0,60.0,13038.0,12388.0,1844.6926084253132,432.89816534614533,55.34077825275939,377.55738709338596,False,240.77438224922162,263.67888605359985,86.7845525537801,73.78770433701253,36.893852168506264,1.132349327865569,9.625715518418717,20.79346135984683,20.79346135984683,39.277487706376775,17.367071748782937,30.0,30.0,0.0,False,233.67888605359985,0.0,0.0,0.0,0.0,130.4285919736453,0.0,False,103.25029407995456,0.0,0.0,393.9588112393427,103.25029407995456,103.25029407995456,0.0,0.0,0027,base,1.060357638013539,18.624717312558577,0.671540192199562,14.231093993061014,0.38881744581397715,4.3936233194975625
5,103.25029407995456,0.0,0.0,393.9588112393427,12600.0,378.0,12600.0,13038.0,650.0,0.0,60.0,13038.0,12388.0,1903.102805686239,446.60541777198216,57.09308417058717,389.51233360139497,False,257.16156277748996,323.2037362432581,92.45359825985696,76.12411222744956,38.06205611372478,1.1682039452185151,0.0,19.697940561967137,19.697940561967137,37.20812061418638,17.916981301224308,0.0,0.0,0.0,False,323.2037362432581,0.0,0.0,0.0,0.0,0.0,0.0,False,323.2037362432581,0.0,0.0,374.66767192638065,323.2037362432581,323.2037362432581,3572.8433421758573,3467.7867563600967,0027,base,0.6818269340606842,31.576093003305576,0.11523356778756735,22.67269597890298,0.5665933662731168,8.903397024402597
1,46.75,640.5,0.0,488.8,10875.0,326.25,10875.0,11248.0,640.5,0.0,46.75,11248.0,10607.5,1450.0,300.20093584357693,43.5,256.70093584357693,False,130.87320188268268,128.74278936925185,48.45773396089423,58.0,29.0,0.0,38.43,24.44,24.44,48.880412513430834,9.911222554088614,30.0,30.0,0.0,False,98.74278936925185,0.0,0.0,0.0,0.0,73.74278936925185,0.0,False,25.0,536.7572106307482,0.0,449.8308100406578,25.0,25.0,0.0,0.0,0028,downside,3.0226106638708212,6.006190840548582,3.2031479781010814,4.774947285566676,-0.1805373142302602,1.2312435549819059
2,25.0,536.7572106307482,0.0,449.8308100406578,10875.0,326.25,10875.0,11248.0,640.5,0.0,46.75,11248.0,10607.5,1449.5111757535783,300.0997320530674,43.485335272607344,256.61439678046,False,136.9527324578293,116.9692718276368,50.47935591014556,57.98044703014313,28.990223515071566,-0.00977648492843386,32.20543263784489,22.49154050203289,22.49154050203289,44.98346063019251,9.907881281056806,30.0,30.0,0.0,False,86.9692718276368,0.0,0.0,0.0,0.0,61.9692718276368,0.0,False,25.0,444.7879388031114,0.0,414.7552306915221,25.0,25.0,0.0,0.0,0028,downside,2.653203811202685,6.861167532665618,2.780886086719528,5.48658755367716,-0.1276822755168432,1.374579978988458
3,25.0,444.7879388031114,0.0,414.7552306915221,10875.0,326.25,10875.0,11248.0,640.5,0.0,46.75,11248.0,10607.5,1449.0225162996696,299.9985623803969,43.47067548899009,256.5278868914068,False,142.34668479756454,125.87081170365134,52.275712257161004,57.96090065198678,28.98045032599339,-0.009773189078174482,26.687276328186684,20.73776153457611,20.73776153457611,41.475873093913194,9.904541134435531,30.0,30.0,0.0,False,95.87081170365134,0.0,0.0,0.0,0.0,70.87081170365134,0.0,False,25.0,343.91712709946006,0.0,383.18389873204444,25.0,25.0,0.0,0.0,0028,downside,2.28130978903104,8.023647281827078,2.340347967872071,6.325742179658857,-0.05903817884103102,1.697905102168221
4,25.0,343.91712709946006,0.0,383.18389873204444,10875.0,326.25,10875.0,11248.0,640.5,0.0,46.75,11248.0,10607.5,1448.534021582719,299.8974268140637,43.45602064748157,256.4414061665821,False,148.009817381521,134.69110412757863,54.16179590100307,57.941360863308766,28.970680431654383,-0.009769894339008545,20.635027625967602,19.159194936602223,19.159194936602223,38.318713253942384,9.901202113845054,30.0,30.0,0.0,False,104.69110412757863,0.0,0.0,0.0,0.0,78.40722249221753,0.0,False,26.283881635361098,235.50990460724253,0.0,354.7663875919471,26.283881635361098,26.283881635361098,0.0,0.0,0028,downside,1.9047249492432408,9.705806588180971,1.8806177050445436,7.536205195176878,0.024107244198697142,2.1696013930040934
5,26.283881635361098,235.50990460724253,0.0,354.7663875919471,10875.0,326.25,10875.0,11248.0,640.5,0.0,46.75,11248.0,10607.5,1448.0456915471905,299.79632534256973,43.441370746415714,256.354954596154,False,153.89384039033024,144.70078386817485,56.12151023503053,57.92182766188762,28.96091383094381,-0.00976660071057367,14.130594276434552,17.738319379597353,17.738319379597353,35.47693815751649,9.897864218905763,30.0,30.0,0.0,False,114.70078386817485,0.0,0.0,0.0,0.0,84.23411946199353,0.0,False,30.466664406181323,121.275785145249,0.0,329.18731365333633,30.466664406181323,30.466664406181323,2398.370602740558,1942.3986093070455,0028,downside,1.5213124636017643,12.37116726849835,1.40093923403659,9.40717115676852,0.12037322956517427,2.9639961117298306
1,55.0,610.0,0.0,470.0,10875.0,326.25,10875.0,11256.25,610.0,0.0,55.0,11256.25,10646.25,1450.0,394.20188095898726,43.5,350.70188095898726,False,203.4514107192404,209.63793192222485,72.65047023974681,58.0,29.0,0.0,36.6,23.5,23.5,48.813478797015556,9.73070113782776,30.0,30.0,0.0,False,179.63793192222485,0.0,0.0,0.0,0.0,134.78339523227456,0.0,False,44.854536689950294,445.21660476772547,0.0,430.9172223408122,44.854536689950294,44.854536689950294,0.0,0.0,0029,base,2.717172897036952,6.704590955085328,2.1087654082124323,6.559099516788473,0.6084074888245197,0.14549143829685462
2,44.854536689950294,445.21660476772547,0.0,430.9172223408122,10875.0,326.25,10875.0,11256.25,610.0,0.0,55.0,11256.25,10646.25,1496.5180329690131,406.84842998995083,44.89554098907039,361.9528890008804,False,219.37498270926187,219.4751179183567,78.42350789944408,59.860721318760525,29.930360659380263,0.9303606593802627,26.71299628606353,21.545861117040612,21.545861117040612,44.75440148085548,10.042875673235406,30.0,30.0,0.0,False,189.4751179183567,0.0,0.0,0.0,0.0,141.108058502574,0.0,False,48.36705941578268,274.10854626515146,0.0,396.20569653319217,48.36705941578268,48.36705941578268,0.0,0.0,0029,base,2.20574048689919,8.329224829586757,1.528695055792456,8.430544191951407,0.677045431106734,-0.10131936236465044
3,48.36705941578268,274.10854626515146,0.0,396.20569653319217,10875.0,326.25,10875.0,11256.25,610.0,0.0,55.0,11256.25,10646.25,1544.5284296561683,419.90069804489127,46.33585288968505,373.5648451552062,False,236.57554343417337,243.79328717553108,84.32701188815939,61.78113718624673,30.890568593123366,0.9602079337431029,16.44651277590909,19.81028482665961,19.81028482665961,41.14931567442501,10.365065205422484,30.0,30.0,0.0,False,213.79328717553108,0.0,0.0,0.0,0.0,156.74304110453508,0.0,False,57.050246070995996,87.36550516061638,0.0,365.42144606418964,57.050246070995996,57.050246070995996,0.0,0.0,0029,base,1.7046962366084264,10.957631433593972,0.9424530775881256,11.581295806862503,0.7622431590203008,-0.6236643732685305
4,57.050246070995996,87.36550516061638,0.0,365.42144606418964,10875.0,326.25,10875.0,11256.25,610.0,0.0,55.0,11256.25,10646.25,1594.0790671819088,433.37170115893537,47.82237201545726,385.5493291434781,False,254.5954414756398,273.6935768882761,90.5090816326579,63.763162687276356,31.881581343638178,0.9910127505148125,5.241930309636983,18.271072303209483,18.271072303209483,37.95211065835976,10.697591029527183,30.0,30.0,0.0,False,243.69357688827608,0.0,0.0,0.0,0.0,57.36550516061638,0.0,False,186.3280717276597,0.0,0.0,338.1669264353571,186.3280717276597,186.3280717276597,0.0,0.0,0029,base,1.2110147401574949,15.970743115649713,0.35036633518442817,18.431150980358428,0.8606484049730667,-2.4604078647087153
5,186.3280717276597,0.0,0.0,338.1669264353571,10875.0,326.25,10875.0,11256.25,610.0,0.0,55.0,11256.25,10646.25,1645.2193586318272,447.2748729398654,49.35658075895481,397.9182921809106,False,268.2824599790404,419.4890336356273,95.25248646478569,65.8087743452731,32.90438717263655,1.0228058289983686,0.0,16.908346321767855,16.908346321767855,35.121498071072814,11.040784748286192,0.0,0.0,0.0,False,419.4890336356273,0.0,0.0,0.0,0.0,0.0,0.0,False,419.4890336356273,0.0,0.0,314.0862131125704,419.4890336356273,419.4890336356273,3578.1989835189233,3629.9288192891963,0029,base,0.7220212141517077,29.415869640882175,-0.23565558205910653,26.452904644142663,0.9576767962108143,2.9629649967395117
1,55.0,610.0,0.0,470.0,10875.0,326.25,10875.0,11256.25,610.0,0.0,55.0,11256.25,10646.25,1450.0,301.2400673124809,43.5,257.7400673124809,False,133.73005048436067,140.49512912616913,49.41001682812023,58.0,29.0,0.0,36.6,23.5,23.5,48.23492135819155,15.138623804753506,30.0,30.0,0.0,False,110.49512912616913,0.0,0.0,0.0,0.0,85.49512912616913,0.0,False,25.0,494.5048708738309,0.0,436.9037024465619,25.0,25.0,0.0,0.0,0030,base,2.7037947242205544,6.7370983228500405,3.0089243486330837,5.012313931988035,-0.3051296244125292,1.7247843908620055
2,25.0,494.5048708738309,0.0,436.9037024465619,10875.0,326.25,10875.0,11256.25,610.0,0.0,55.0,11256.25,10646.25,1512.110360685505,314.14360471503534,45.36331082056515,268.7802938944702,False,146.585301569219,126.74697023174532,54.31620412992807,60.4844144274202,30.2422072137101,1.242207213710099,29.670292252429853,21.845185122328097,21.845185122328097,44.83833133747369,15.787082690819306,30.0,30.0,0.0,False,96.74697023174532,0.0,0.0,0.0,0.0,71.74697023174532,0.0,False,25.0,392.7579006420856,0.0,407.85245379990755,25.0,25.0,0.0,0.0,0030,base,2.1849738897257294,8.406844168475217,2.4689675129486135,6.098043165352913,-0.28399362322288413,2.308801003122304
3,25.0,392.7579006420856,0.0,407.85245379990755,10875.0,326.25,10875.0,11256.25,610.0,0.0,55.0,11256.25,10646.25,1576.8812019947916,327.59986167772195,47.30643605984375,280.2934256178782,False,160.18726782088464,143.33039327879104,59.083832222339424,63.07524807979166,31.53762403989583,1.2954168261857326,23.565474038525135,20.392622689995378,20.392622689995378,41.85687454209361,16.46331813916322,30.0,30.0,0.0,False,113.33039327879104,0.0,0.0,0.0,0.0,88.33039327879104,0.0,False,25.0,274.4275073632946,0.0,382.45889739697714,25.0,25.0,0.0,0.0,0030,base,1.6821746615729185,11.101123039658667,1.928835993776741,7.452548814861936,-0.24666133220382247,3.6485742247967305
4,25.0,274.4275073632946,0.0,382.45889739697714,10875.0,326.25,10875.0,11256.25,610.0,0.0,55.0,11256.25,10646.25,1644.42648490106,341.63251379449764,49.332794547031796,292.2997192474659,False,174.7381724447285,160.48737491561394,64.17778098395483,65.7770593960424,32.8885296980212,1.3509056581253702,16.465650441797674,19.122944869848858,19.122944869848858,39.250797529114564,17.16851995137263,30.0,30.0,0.0,False,130.48737491561394,0.0,0.0,0.0,0.0,100.72921367867464,0.0,False,29.7581612369393,143.69829368461996,0.0,360.3766198192352,29.7581612369393,29.7581612369393,0.0,0.0,0030,base,1.1921196913749308,16.21453573827813,1.3883829352150943,9.599494186349547,-0.19626324384016347,6.615041551928583
5,29.7581612369393,143.69829368461996,0.0,360.3766198192352,10875.0,326.25,10875.0,11256.25,610.0,0.0,55.0,11256.25,10646.25,1714.8650518651991,356.26625079703007,51.44595155595597,304.8202992410741,False,190.07725611384154,182.85086859267085,69.54489265725879,68.59460207460796,34.29730103730398,1.4087713392827794,8.621897621077197,18.01883099096176,18.01883099096176,36.98454875811001,17.903928893866453,30.0,30.0,0.0,False,152.85086859267085,0.0,0.0,0.0,0.0,113.69829368461996,0.0,False,39.152574908050894,0.0,0.0,341.29599995499166,39.152574908050894,39.152574908050894,2850.1300063762405,2505.2346312336563,0030,base,0.7119699063398585,29.764554810920814,0.8480832084739797,13.372992007284411,-0.1361133021341212,16.391562803636404
1,35.0,470.0,0.0,360.0,7350.0,220.5,7350.0,7605.5,470.0,0.0,35.0,7605.5,7135.5,980.0,214.7066386290015,29.4,185.3066386290015,False,94.52997897175113,88.02746827857095,34.77665965725038,39.2,19.6,0.0,28.2,18.0,18.0,41.50251069318018,12.535328580808168,30.0,30.0,0.0,False,58.02746827857095,0.0,0.0,0.0,0.0,33.02746827857095,0.0,False,25.0,406.97253172142905,0.0,331.03281788762797,25.0,25.0,0.0,0.0,0031,base,3.417033025272023,5.268051465768657,3.3208351365468576,4.647329840454578,0.09619788872516555,0.6207216253140793
2,25.0,406.97253172142905,0.0,331.03281788762797,7350.0,220.5,7350.0,7605.5,470.0,0.0,35.0,7605.5,7135.5,1049.9444855963507,230.0306645402536,31.49833456789052,198.5323299723631,False,106.27341831313144,93.11038202375688,39.39058429367399,41.99777942385403,20.998889711927013,1.398889711927012,24.418351903285743,16.5516408943814,16.5516408943814,38.163036289374574,13.42999910056925,30.0,30.0,0.0,False,63.110382023756884,0.0,0.0,0.0,0.0,38.110382023756884,0.0,False,25.0,338.8621496976722,0.0,306.29978069882264,25.0,25.0,0.0,0.0,0031,base,2.887629043280143,6.213503029960804,2.695996777803384,5.614613253077059,0.19163226547675904,0.5988897768837447
3,25.0,338.8621496976722,0.0,306.29978069882264,7350.0,220.5,7350.0,7605.5,470.0,0.0,35.0,7605.5,7135.5,1124.8810437083525,246.44839566541154,33.746431311250575,212.70196435416096,False,120.04389315369608,109.73219892099709,44.26381158433988,44.9952417483341,22.49762087416705,1.4987311622400377,20.33172898186033,15.314989034941133,15.314989034941133,35.311694232698976,14.388523976741462,30.0,30.0,0.0,False,79.73219892099709,0.0,0.0,0.0,0.0,49.99209943049261,0.0,False,29.740099490504484,258.8700502671796,0.0,285.3766104428651,29.740099490504484,29.740099490504484,0.0,0.0,0031,base,2.4028558692543553,7.456194827237043,2.087684765933942,6.9136349536934185,0.3151711033204134,0.5425598735436248
4,29.740099490504484,258.8700502671796,0.0,285.3766104428651,7350.0,220.5,7350.0,7605.5,470.0,0.0,35.0,7605.5,7135.5,1205.165968156584,264.0378918499658,36.15497904469752,227.88291280526826,False,134.90405127979022,131.7445790300488,49.52046981677356,48.206638726263364,24.103319363131682,1.6056984889646309,15.532203016030774,14.268830522143256,14.268830522143256,32.899571740245904,15.415460617602628,30.0,30.0,0.0,False,101.74457903004881,0.0,0.0,0.0,0.0,60.020560592615034,0.0,False,41.72401843743378,168.84948967456455,0.0,267.8924993202218,41.72401843743378,41.72401843743378,0.0,0.0,0031,base,1.9553353543599903,9.172538254943712,1.4960654616262943,8.860024653565887,0.459269892733696,0.3125136013778249
5,41.72401843743378,168.84948967456455,0.0,267.8924993202218,7350.0,220.5,7350.0,7605.5,470.0,0.0,35.0,7605.5,7135.5,1291.1809821371355,282.8827842207727,38.73542946411406,244.14735475665861,False,150.83421020664784,161.67430831724755,55.15544010254341,51.64723928548542,25.82361964274271,1.7203002796110276,10.130969380473873,13.394624966011092,13.394624966011092,30.883920326834083,16.51569170242816,30.0,30.0,0.0,False,131.67430831724755,0.0,0.0,0.0,0.0,73.65602964514544,0.0,False,58.01827867210211,65.19346002941911,0.0,253.52427069581591,58.01827867210211,58.01827867210211,2263.0622737661815,1968.416887606556,0031,base,1.5389725672678245,11.712642582127016,0.921581186961427,12.0244691825624,0.6173913803063975,-0.3118266004353849
1,38.25,546.0,0.0,405.6,9000.0,270.0,9000.0,9308.25,546.0,0.0,38.25,9308.25,8762.25,1200.0,225.51628156641692,36.0,189.51628156641692,False,90.3572111748127,83.37241762572509,34.11907039160423,48.0,24.0,0.0,32.76,20.28,20.28,45.23479354908761,17.297371102775365,30.0,30.0,0.0,False,53.37241762572509,0.0,0.0,0.0,0.0,28.37241762572509,0.0,False,25.0,487.6275823742749,0.0,377.66257755368775,25.0,25.0,0.0,0.0,0032,downside,3.3406689982315427,5.39887377497921,3.726073142441772,4.251815263318569,-0.3854041442102294,1.1470585116606404
2,25.0,487.6275823742749,0.0,377.66257755368775,9000.0,270.0,9000.0,9308.25,546.0,0.0,38.25,9308.25,8762.25,1173.9757830814294,220.62554437462202,35.21927349244288,185.40627088217914,False,91.72984180408581,74.61078675759332,34.316371765509565,46.95903132325718,23.47951566162859,-0.5204843383714106,29.25765494245649,18.88312887768439,18.88312887768439,42.11905504649249,16.922245654692333,30.0,30.0,0.0,False,44.61078675759332,0.0,0.0,0.0,0.0,19.610786757593317,0.0,False,25.0,438.0167956166816,0.0,352.4657681618876,25.0,25.0,0.0,0.0,0032,downside,3.0586235406975493,5.890139888196211,3.469600793273422,4.582923809444039,-0.4109772525758726,1.3072160787521723
3,25.0,438.0167956166816,0.0,352.4657681618876,9000.0,270.0,9000.0,9308.25,546.0,0.0,38.25,9308.25,8762.25,1148.5159493847127,215.84087185413628,34.45547848154138,181.3853933725949,False,92.13486010071193,77.82589497269527,34.37027430687491,45.94063797538851,22.970318987694256,-0.5091966739343334,26.281007737000895,17.62328840809438,17.62328840809438,39.30896512801667,16.55525549496979,30.0,30.0,0.0,False,47.82589497269527,0.0,0.0,0.0,0.0,22.825894972695266,0.0,False,25.0,385.1909006439863,0.0,329.7120585288407,25.0,25.0,0.0,0.0,0032,downside,2.7732093170870176,6.496171764894865,3.1963499463579748,4.916167455249108,-0.4231406292709572,1.5800043096457568
4,25.0,385.1909006439863,0.0,329.7120585288407,9000.0,270.0,9000.0,9308.25,546.0,0.0,38.25,9308.25,8762.25,1123.6082592170244,211.15996379661505,33.70824777651073,177.4517160201043,False,92.65306550245084,80.88172206508202,34.46366476375577,44.94433036868098,22.47216518434049,-0.498153803353766,23.111454038639177,16.485602926442038,16.485602926442038,36.771343437368834,16.19622419485024,30.0,30.0,0.0,False,50.881722065082016,0.0,0.0,0.0,0.0,25.881722065082016,0.0,False,25.0,329.30917857890427,0.0,309.1369392863221,25.0,25.0,0.0,0.0,0032,downside,2.482238243070182,7.267991278656708,2.9051251327930947,5.3327186407521925,-0.4228868897229128,1.9352726379045153
5,25.0,329.30917857890427,0.0,309.1369392863221,9000.0,270.0,9000.0,9308.25,546.0,0.0,38.25,9308.25,8762.25,1099.2407383258899,206.5805698779812,32.97722214977669,173.60334772820448,False,93.2859055714294,83.80921516952208,34.59698751228853,43.969629533035594,21.984814766517797,-0.48735041782269306,19.758550714734255,15.456846964316107,15.456846964316107,34.47669040190733,15.844979151759755,30.0,30.0,0.0,False,53.809215169522076,0.0,0.0,0.0,0.0,28.809215169522076,0.0,False,25.0,270.4999634093822,0.0,290.5052280361745,25.0,25.0,1652.6445590238495,1091.849699192935,0032,downside,2.183509670408143,8.291022632248032,2.5946544331935635,5.866200113959694,-0.41114476278542034,2.4248225182883374
1,55.0,610.0,0.0,470.0,10875.0,326.25,10875.0,11256.25,610.0,0.0,55.0,11256.25,10646.25,1450.0,338.618860219801,43.5,295.118860219801,False,161.76414516485076,171.51214369706082,58.75471505495024,58.0,29.0,0.0,36.6,23.5,23.5,45.252001467789945,5.408260246218164,30.0,30.0,0.0,False,141.51214369706082,0.0,0.0,0.0,0.0,101.50770589200248,0.0,False,40.004437805058345,478.4922941079975,0.0,430.1562587784282,40.004437805058345,40.004437805058345,0.0,0.0,0033,base,2.767653135933589,6.575769916971953,2.5652561541242016,5.634257241594026,0.20239698180938737,0.9415126753779264
2,40.004437805058345,478.4922941079975,0.0,430.1562587784282,10875.0,326.25,10875.0,11256.25,610.0,0.0,55.0,11256.25,10646.25,1490.4470134938288,348.0644613291632,44.71341040481486,303.3510509243483,False,174.1368648493954,172.72549062547404,63.28342508473676,59.61788053975315,29.808940269876576,0.808940269876576,28.70953764647985,21.50781293892141,21.50781293892141,41.41581202897971,5.559120918740181,30.0,30.0,0.0,False,142.72549062547404,0.0,0.0,0.0,0.0,102.22581284641076,0.0,False,40.499677779063276,346.26648126158676,0.0,394.2995676681887,40.499677779063276,40.499677779063276,0.0,0.0,0033,base,2.3030149697706177,7.953320260954552,2.011312411722098,6.931159395540659,0.29170255804851974,1.022160865413893
3,40.499677779063276,346.26648126158676,0.0,394.2995676681887,10875.0,326.25,10875.0,11256.25,610.0,0.0,55.0,11256.25,10646.25,1532.0222758846023,357.7735426837169,45.960668276538065,311.81287440717887,False,187.3397023543942,189.87588095288342,67.83047678701855,61.280891035384094,30.640445517692047,0.8315052478154712,20.775988875695205,19.714978383409434,19.714978383409434,37.96349918057407,5.7141897730947395,30.0,30.0,0.0,False,159.87588095288342,0.0,0.0,0.0,0.0,112.37609573461624,0.0,False,47.49978521826718,203.89038552697053,0.0,362.05025826070937,47.49978521826718,47.49978521826718,0.0,0.0,0033,base,1.8457141567254165,10.045606490564149,1.4490754533733945,8.835885307315532,0.396638703352022,1.2097211832486163
4,47.49978521826718,203.89038552697053,0.0,362.05025826070937,10875.0,326.25,10875.0,11256.25,610.0,0.0,55.0,11256.25,10646.25,1574.7572591022235,367.75345393107085,47.2427177730667,320.51073615800414,False,201.0288278296382,213.67010492401738,72.54370002833761,62.99029036408894,31.49514518204447,0.8546996643524238,12.233423131618231,18.10251291303547,18.10251291303547,34.85850812388797,5.8735841943765745,30.0,30.0,0.0,False,183.67010492401738,0.0,0.0,0.0,0.0,126.45846352926291,0.0,False,57.211641394754466,47.43192199770762,0.0,333.06533433119796,57.211641394754466,57.211641394754466,0.0,0.0,0033,base,1.393240816696636,13.625537854522543,0.8790824708195549,12.122700067330952,0.514158345877081,1.5028377871915914
5,57.211641394754466,47.43192199770762,0.0,333.06533433119796,10875.0,326.25,10875.0,11256.25,610.0,0.0,55.0,11256.25,10646.25,1618.6843129700942,378.0117497335206,48.560529389102825,329.4512203444178,False,215.3986445239383,240.54247102927718,77.48800957699885,64.74737251880377,32.373686259401886,0.8785410773574149,2.845915319862457,16.653266716559898,16.653266716559898,32.06781488941557,6.037424842078015,30.0,30.0,0.0,False,210.54247102927718,0.0,0.0,0.0,0.0,17.43192199770762,0.0,False,193.11054903156958,0.0,0.0,307.0349442838604,193.11054903156958,193.11054903156958,3024.093997868165,2864.8081926478512,0033,base,0.943334532402893,21.20326469503528,0.30137792101066124,19.38603111799437,0.6419566113922317,1.8172335770409092
1,60.0,650.0,0.0,500.0,12600.0,378.0,12600.0,13038.0,650.0,0.0,60.0,13038.0,12388.0,1680.0,351.6622567948178,50.4,301.2622567948178,False,161.14669259611333,172.7893187117278,59.31556419870445,67.2,33.6,0.0,39.0,25.0,25.0,48.35737388438553,13.130925297022609,30.0,30.0,0.0,False,142.7893187117278,0.0,0.0,0.0,0.0,109.64400138587727,0.0,False,33.14531732585051,510.3559986141227,0.0,464.77355141263706,33.14531732585051,33.14531732585051,0.0,0.0,0034,base,2.2755259259686023,8.03105372398935,2.6786617400641974,5.494722762419028,-0.4031358140955952,2.5363309615703225
2,33.14531732585051,510.3559986141227,0.0,464.77355141263706,12600.0,378.0,12600.0,13038.0,650.0,0.0,60.0,13038.0,12388.0,1848.7681925928541,386.98928267719015,55.463045777785624,331.5262368994045,False,186.38660378115839,174.58146431253974,69.41654985298132,73.95072770371416,36.97536385185708,3.375363851857081,30.62135991684736,23.238677570631854,23.238677570631854,44.95045679446915,14.450022040743022,30.0,30.0,0.0,False,144.58146431253974,0.0,0.0,0.0,0.0,110.78121296934874,0.0,False,33.80025134319099,369.57478564477395,0.0,434.2731166589109,33.80025134319099,33.80025134319099,0.0,0.0,0034,base,1.6825784105990509,11.02191910015615,1.989842317165239,7.185091224029562,-0.3072639065661882,3.8368278761265886
3,33.80025134319099,369.57478564477395,0.0,434.2731166589109,12600.0,378.0,12600.0,13038.0,650.0,0.0,60.0,13038.0,12388.0,2034.4903749661003,425.8651646951868,61.03471124898301,364.8304534462038,False,216.64738545880294,208.44702186156928,80.23557761864295,81.37961499864402,40.68980749932201,3.7144436474649254,22.174487138686438,21.71365583294555,21.71365583294555,42.00061494042466,15.901631625709156,30.0,30.0,0.0,False,178.44702186156928,0.0,0.0,0.0,0.0,132.27070819118086,0.0,False,46.176313670388424,207.3040774535931,0.0,408.1741333441954,46.176313670388424,46.176313670388424,0.0,0.0,0034,base,1.1365857510810602,16.861523067526544,1.3368125508337318,9.703421832417325,-0.20022679975267166,7.1581012351092195
4,46.176313670388424,207.3040774535931,0.0,408.1741333441954,12600.0,378.0,12600.0,13038.0,650.0,0.0,60.0,13038.0,12388.0,2238.8696984366875,468.64641120343964,67.16609095310062,401.480320250339,False,249.99874324815664,256.6985985664245,92.1583422339784,89.5547879374675,44.77739396873375,4.08758646941174,12.438244647215585,20.40870666720977,20.40870666720977,39.47645835212059,17.499065928535526,30.0,30.0,0.0,False,226.6985985664245,0.0,0.0,0.0,0.0,162.88889676060444,0.0,False,63.809701805820055,14.415180692988656,0.0,386.19674092061035,63.809701805820055,63.809701805820055,0.0,0.0,0034,base,0.6311962000552477,33.3818035353654,0.7186702207809567,14.267577125114341,-0.08747402072570898,19.114226410251057
5,63.809701805820055,14.415180692988656,0.0,386.19674092061035,12600.0,378.0,12600.0,13038.0,650.0,0.0,60.0,13038.0,12388.0,2463.7804082319662,515.7253444081612,73.91341224695898,441.8119321612022,False,287.091869926969,313.5506513455308,105.40929606839809,98.55121632927865,49.27560816463932,4.498214195905575,0.8649108415793193,19.30983704603052,19.30983704603052,37.350920387258256,19.256974100453462,14.415180692988656,14.415180692988656,0.0,False,299.13547065254215,0.0,0.0,0.0,0.0,0.0,0.0,False,299.13547065254215,0.0,0.0,368.10279463380556,299.13547065254215,299.13547065254215,4125.802755265289,3994.948389955047,0034,base,0.48669174170334617,44.21631026092695,0.13372878554264053,25.5629139596282,0.3529629561607056,18.653396301298752
