threshold,train_balanced_accuracy,selected
0.0,0.5,False
0.001060912957173933,0.5,False
0.0011408729140871315,0.5034246575342466,False
0.001158598298485464,0.5068493150684932,False
0.0012036108798107082,0.5102739726027398,False
0.001275079894350802,0.5136986301369864,False
0.0013688554247432679,0.5171232876712328,False
0.0013992842195519623,0.5205479452054794,False
0.0014059231884402297,0.523972602739726,False
0.0014210763247590572,0.5273972602739726,False
0.0014409601374239407,0.5308219178082192,False
0.001443764019421866,0.5342465753424658,False
0.0014714588922233286,0.5376712328767124,False
0.0015274700662867306,0.5410958904109588,False
0.0015399745441014381,0.5445205479452054,False
0.0015464102253410076,0.547945205479452,False
0.0015544239606816673,0.5513698630136986,False
0.0015550462597905827,0.5547945205479452,False
0.001561332868553179,0.5582191780821918,False
0.0015771285797233218,0.5616438356164384,False
0.001641880450344725,0.565068493150685,False
0.0016516113838139612,0.5684931506849316,False
0.0016853224992110273,0.571917808219178,False
0.0017757884962138492,0.5753424657534246,False
0.0017866144368779762,0.5787671232876712,False
0.0018165411185650162,0.5821917808219178,False
0.0019056470508777938,0.5856164383561644,False
0.001921932904220801,0.589041095890411,False
0.0019311851182351042,0.5924657534246576,False
0.002043570805144205,0.595890410958904,False
0.002125710043475284,0.5993150684931506,False
0.0021405414429971053,0.6027397260273972,False
0.0021624398758576238,0.6061643835616438,False
0.002193947592864068,0.6095890410958904,False
0.002428934684434309,0.613013698630137,False
0.0024560679687845146,0.6164383561643836,False
0.0024570080873436728,0.6198630136986302,False
0.0024595072070746305,0.6232876712328768,False
0.002485497365137574,0.6267123287671232,False
0.002586709348403278,0.6301369863013698,False
0.0026015191019927663,0.6335616438356164,False
0.002632793810149239,0.636986301369863,False
0.002635786253912793,0.6404109589041096,False
0.002650538517460286,0.6438356164383562,False
0.0027133013558998517,0.6472602739726028,False
0.0027278161632642637,0.6506849315068493,False
0.0027524461481038477,0.654109589041096,False
0.0027767485165483387,0.6575342465753424,False
0.0027972176726958472,0.660958904109589,False
0.003051449878679099,0.6643835616438356,False
0.0034205403721039836,0.6678082191780822,False
0.0036008101078901177,0.6712328767123288,False
0.003681145459771391,0.6746575342465754,False
0.0038927047495612857,0.678082191780822,False
0.00432638550841382,0.6815068493150684,False
0.004411084514848414,0.684931506849315,False
0.004494542188374813,0.6883561643835616,False
0.004654914227417265,0.6917808219178082,False
0.004665352125521822,0.6952054794520548,False
0.004859932439860277,0.6986301369863014,False
0.004875418434029564,0.702054794520548,False
0.004906515326435497,0.7054794520547945,False
0.0049523480725296165,0.7089041095890412,False
0.005096578670185712,0.7123287671232876,False
0.00543278623347745,0.7157534246575342,False
0.005481250276432848,0.7191780821917808,False
0.005584546177306047,0.7226027397260274,False
0.005638875164455436,0.726027397260274,False
0.005675336332661735,0.7294520547945206,False
0.005683284418752815,0.7328767123287672,False
0.005736273282752356,0.7363013698630136,False
0.005756129194143613,0.7397260273972602,False
0.0058084710840802965,0.7431506849315068,False
0.005938089271558342,0.7465753424657534,False
0.006271468837745342,0.75,False
0.0066609037078309286,0.7534246575342466,False
0.007075696533964696,0.7568493150684932,False
0.007397063627666468,0.7602739726027397,False
0.00746852867728145,0.7636986301369864,False
0.007617251811087755,0.7671232876712328,False
0.00764117809581584,0.7705479452054795,False
0.007783951293785479,0.773972602739726,False
0.007830123090296561,0.7773972602739726,False
0.007842674863531233,0.7808219178082192,False
0.007856080690586794,0.7842465753424658,False
0.00793918712890856,0.7876712328767124,False
0.00797089687118629,0.7910958904109588,False
0.008198699550673736,0.7945205479452055,False
0.008493961971184811,0.797945205479452,False
0.008551444603254679,0.8013698630136986,False
0.008680371768596262,0.8047945205479452,False
0.008722222732976627,0.8082191780821918,False
0.008756914110741995,0.8116438356164384,False
0.008935957697175426,0.8150684931506849,False
0.009076673279166203,0.8184931506849316,False
0.009427976016591878,0.821917808219178,False
0.00967281326870737,0.8253424657534247,False
0.00967805410948959,0.8287671232876712,False
0.009883724237352818,0.8037671232876712,False
0.01093615152313154,0.8071917808219178,False
0.010982195303830117,0.8106164383561644,False
0.011282341434967855,0.814041095890411,False
0.011437937033020835,0.8174657534246574,False
0.01169262102220131,0.8208904109589041,False
0.012966253228301215,0.8243150684931506,False
0.013514805697116291,0.8277397260273973,False
0.013933001673723338,0.8027397260273973,False
0.014095275620528659,0.8061643835616439,False
0.014382303250176818,0.8095890410958904,False
0.014927555859185095,0.8130136986301371,False
0.015085598591429815,0.8164383561643835,False
0.016234002516995562,0.8198630136986301,False
0.016720929008337083,0.8232876712328767,False
0.017551792631769904,0.8267123287671233,False
0.01762343185928714,0.8017123287671233,False
0.017704791910560336,0.8051369863013699,False
0.018521365521330824,0.7801369863013699,False
0.019659441186096634,0.7835616438356164,False
