threshold,train_balanced_accuracy,selected
0.0,0.5,False
0.000581714935215774,0.5,False
0.0005828657877734438,0.5035211267605634,False
0.0005854738998809258,0.5070422535211268,False
0.0006196402062569152,0.5105633802816901,False
0.0006537579435579756,0.5140845070422535,False
0.0006681109958619766,0.5176056338028169,False
0.0007255727745001612,0.5211267605633803,False
0.0007420041397238581,0.5246478873239436,False
0.000752732901638733,0.528169014084507,False
0.0007551890238524696,0.5316901408450704,False
0.0007960068171121395,0.5352112676056338,False
0.0008199958426150043,0.5387323943661971,False
0.0008431652931994825,0.5422535211267605,False
0.000905905563171348,0.545774647887324,False
0.0009328342562661715,0.5492957746478874,False
0.0009663493151846019,0.5528169014084507,False
0.0010166731373493444,0.5563380281690141,False
0.001060912957173933,0.5598591549295775,False
0.0011302723348422126,0.5633802816901409,False
0.0011337271069479923,0.5669014084507042,False
0.0011408729140871315,0.5704225352112676,False
0.001158598298485464,0.573943661971831,False
0.0011990263354735217,0.5774647887323944,False
0.0012036108798107082,0.5809859154929577,False
0.001275079894350802,0.5845070422535211,False
0.0013321088523397888,0.5880281690140845,False
0.0013590187233051933,0.5915492957746479,False
0.00136012759484447,0.5950704225352113,False
0.0013688554247432679,0.5985915492957746,False
0.0013992842195519623,0.602112676056338,False
0.0014059231884402297,0.6056338028169014,False
0.0014210763247590572,0.6091549295774648,False
0.0014409601374239407,0.6126760563380281,False
0.001443764019421866,0.6161971830985915,False
0.0014472701125844993,0.6197183098591549,False
0.0014553191716286224,0.6232394366197183,False
0.001459749101249235,0.6267605633802817,False
0.0014714588922233286,0.630281690140845,False
0.0015274700662867306,0.6338028169014085,False
0.0015399745441014381,0.6373239436619719,False
0.0015464102253410076,0.6408450704225352,False
0.0015544239606816673,0.6443661971830986,False
0.0015550462597905827,0.647887323943662,False
0.001561332868553179,0.6514084507042254,False
0.0015771285797233218,0.6549295774647887,False
0.0016309626643840117,0.6584507042253521,False
0.001641880450344725,0.6619718309859155,False
0.0016516113838139612,0.6654929577464789,False
0.0016853224992110273,0.6690140845070423,False
0.0017306429143973327,0.6725352112676056,False
0.0017757884962138492,0.676056338028169,False
0.0017866144368779762,0.6795774647887324,False
0.0018165411185650162,0.6830985915492958,False
0.0019056470508777938,0.6866197183098591,False
0.001921932904220801,0.6901408450704225,False
0.0019311851182351042,0.6936619718309859,False
0.0019481723844186655,0.6971830985915493,False
0.002043570805144205,0.7007042253521127,False
0.002125710043475284,0.704225352112676,False
0.0021405414429971053,0.7077464788732395,False
0.0021548885573855737,0.7112676056338028,False
0.0021624398758576238,0.7147887323943662,False
0.002193947592864068,0.7183098591549295,False
0.002365661516290641,0.721830985915493,False
0.002428934684434309,0.7253521126760564,False
0.0024560679687845146,0.7288732394366197,False
0.0024570080873436728,0.7323943661971831,False
0.0024595072070746305,0.7359154929577465,False
0.002485497365137574,0.7394366197183099,False
0.002586709348403278,0.7429577464788732,False
0.0026015191019927663,0.7464788732394366,False
0.002632793810149239,0.75,False
0.002635786253912793,0.7535211267605634,False
0.002650538517460286,0.7570422535211268,False
0.0027133013558998517,0.7605633802816901,False
0.0027278161632642637,0.7640845070422535,False
0.0027524461481038477,0.7676056338028169,False
0.0027767485165483387,0.7711267605633803,False
0.0027972176726958472,0.7746478873239437,False
0.003051449878679099,0.778169014084507,False
0.0033437689254616366,0.7816901408450705,False
0.0034205403721039836,0.7852112676056338,False
0.0036008101078901177,0.7887323943661972,False
0.003681145459771391,0.7922535211267605,False
0.0038927047495612857,0.795774647887324,False
0.004100407109640322,0.7992957746478873,False
0.00432638550841382,0.8028169014084507,False
0.004411084514848414,0.806338028169014,False
0.004494542188374813,0.8098591549295775,False
0.004515444090367142,0.8133802816901409,False
0.004654914227417265,0.8169014084507042,False
0.004665352125521822,0.8204225352112676,False
0.004859932439860277,0.823943661971831,False
0.004875418434029564,0.8274647887323944,False
0.004906515326435497,0.8309859154929577,False
0.0049523480725296165,0.8345070422535211,False
0.005096578670185712,0.8380281690140845,False
0.00543278623347745,0.8415492957746479,False
0.005481250276432848,0.8450704225352113,False
0.005584546177306047,0.8485915492957746,False
0.005638875164455436,0.852112676056338,False
0.005675336332661735,0.8556338028169015,False
0.005683284418752815,0.8591549295774648,False
0.005736273282752356,0.8626760563380282,False
0.005756129194143613,0.8661971830985915,False
0.0058084710840802965,0.869718309859155,False
0.005938089271558342,0.8732394366197183,False
0.006271468837745342,0.8767605633802817,False
0.0066609037078309286,0.880281690140845,False
0.007075696533964696,0.8838028169014085,False
0.007397063627666468,0.8873239436619718,False
0.00746852867728145,0.8908450704225352,False
0.007617251811087755,0.8943661971830985,False
0.00764117809581584,0.897887323943662,False
0.007783951293785479,0.9014084507042254,False
0.007830123090296561,0.9049295774647887,False
0.007842674863531233,0.9084507042253521,False
0.007856080690586794,0.9119718309859155,False
0.00793918712890856,0.9154929577464789,False
0.00797089687118629,0.9190140845070423,False
0.008198699550673736,0.9225352112676056,False
0.008493961971184811,0.926056338028169,False
0.008551444603254679,0.9295774647887324,False
0.008722222732976627,0.9330985915492958,False
0.008756914110741995,0.9366197183098591,False
0.008935957697175426,0.9401408450704225,False
0.009076673279166203,0.943661971830986,False
