year,icr_ifrs16,icr_frozen_gaap,leverage_ifrs16,leverage_frozen_gaap,covenant_impact_icr,covenant_impact_lev
2018,3.3909180651530106,11.539325842696629,6.787481804949054,2.653566229985444,-8.148407777543618,4.133915574963609
2019,3.5670103092783507,13.776315789473685,6.367052023121388,2.1040462427745665,-10.209305480195335,4.2630057803468215
2020,1.0010214504596526,6.634146341463414,25.403061224489797,10.887755102040817,-5.633124891003762,14.51530612244898
2021,1.4426125554850981,7.784810126582277,17.373626373626372,7.278388278388279,-6.342197571097179,10.095238095238093
2022,3.3422758774871446,13.140845070422536,7.076923076923077,2.5652173913043477,-9.79856919293539,4.511705685618729
